index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,attendance_rate_missing
8291,1,No,Clubs,Auditory,OIYRQ8,Female,No,59.0,3.0,24.0,16.0,17.0,90.0,22:30,6:30,private transport,yellow,0
8292,2,Yes,Arts,Visual,87019A,Male,No,72.0,12.0,8.0,15.0,9.0,99.0,21:30,5:30,public transport,black,0
8293,1,No,Clubs,Auditory,10K1EH,Female,Yes,64.0,10.0,18.0,16.0,18.0,92.0,22:30,6:30,private transport,green,0
8294,1,No,Clubs,Auditory,4ZZK32,Male,Yes,53.0,27.0,3.0,16.0,13.0,92.0,23:00,7:00,walk,blue,0
8295,1,No,Clubs,Auditory,SE40AG,Male,Yes,64.0,17.0,7.0,15.0,16.0,93.0,21:30,5:30,public transport,blue,0
8296,2,No,Arts,Auditory,OJYZQQ,Female,Yes,58.0,17.0,1.0,15.0,15.0,92.0,22:30,6:30,private transport,green,0
8297,1,Yes,Clubs,Auditory,B9WONW,Female,No,55.0,9.0,16.0,16.0,16.0,92.0,22:00,6:00,private transport,red,0
8298,0,No,Clubs,Visual,AUMCB3,Female,Yes,91.0,18.0,5.0,16.0,9.0,100.0,23:00,7:00,walk,black,0
8299,1,No,Clubs,Auditory,5RXABN,Female,No,48.0,9.0,20.0,15.0,6.0,80.0,21:00,5:00,public transport,red,0
8300,2,No,Sports,Visual,R1Y7N7,Male,Yes,73.0,16.0,3.0,15.0,8.0,93.0,22:30,6:30,private transport,green,0
8301,2,No,Sports,Auditory,ULWTDF,Female,Yes,70.0,8.0,13.0,16.0,19.0,97.0,23:00,7:00,walk,blue,0
8302,1,No,Clubs,Auditory,RRQV56,Female,No,51.0,15.0,15.0,15.0,10.0,93.0,21:00,5:00,public transport,yellow,0
8303,2,No,Sports,Auditory,64N723,Male,No,51.0,20.0,0.0,16.0,9.0,92.0,22:30,6:30,private transport,green,0
8304,0,Yes,Arts,Auditory,YL7HSY,Female,No,73.0,6.0,15.0,16.0,11.0,99.0,21:30,5:30,public transport,green,0
8305,1,No,Arts,Visual,IOJUCH,Female,No,49.0,13.0,17.0,15.0,14.0,94.0,21:00,5:00,public transport,white,0
8306,1,Yes,Clubs,Visual,XEI9FS,Female,Yes,49.0,21.0,9.0,16.0,10.0,70.0,1:00,7:00,walk,white,0
8307,2,Yes,Arts,Visual,9STDXF,Female,No,75.0,7.0,13.0,16.0,6.0,90.0,21:00,5:00,public transport,red,0
8308,0,No,Clubs,Visual,1H67CV,Female,Yes,79.0,11.0,10.0,15.0,5.0,93.0,23:00,7:00,walk,red,0
8309,2,No,Clubs,Auditory,WE9710,Female,Yes,74.0,2.0,21.0,16.0,19.0,98.0,22:00,6:00,private transport,black,0
8310,2,Yes,Sports,Visual,KYSXEY,Male,Yes,76.0,10.0,4.0,16.0,7.0,93.0,22:30,6:30,private transport,black,0
8311,0,Yes,,Visual,SSBE3J,Female,Yes,79.0,3.0,15.0,15.0,8.0,95.0,23:00,7:00,walk,red,0
8312,2,Yes,Sports,Auditory,F3IIEL,Male,No,58.0,16.0,0.0,16.0,19.0,99.0,21:00,5:00,public transport,black,0
8313,0,No,Clubs,Auditory,6V9Y3S,Male,No,65.0,14.0,7.0,16.0,16.0,98.0,22:00,6:00,private transport,white,0
8314,1,No,Clubs,Auditory,QCUCKW,Female,Yes,61.0,8.0,16.0,16.0,19.0,96.0,22:30,6:30,private transport,green,0
8315,1,No,Clubs,Visual,EK96L7,Male,No,53.0,17.0,13.0,15.0,8.0,97.0,21:00,5:00,public transport,green,0
8316,1,No,Clubs,Auditory,L1YLXA,Male,Yes,64.0,11.0,16.0,16.0,5.0,99.0,23:00,7:00,walk,black,0
8317,0,Yes,Arts,Auditory,YHFZU9,Female,No,75.0,5.0,14.0,15.0,19.0,94.0,21:00,5:00,public transport,blue,0
8318,1,Yes,,Auditory,MRYL70,Female,No,82.0,13.0,9.0,15.0,6.0,97.0,22:00,6:00,private transport,green,0
8319,0,Yes,Sports,Visual,UTGNN6,Female,Yes,72.0,3.0,13.0,16.0,13.0,96.0,21:00,5:00,public transport,yellow,0
8320,1,Yes,,Visual,X7A6X2,Female,No,,0.0,21.0,16.0,9.0,91.0,22:30,6:30,private transport,black,0
8321,2,Yes,,Visual,R8OCP5,Male,No,70.0,11.0,4.0,16.0,14.0,99.0,21:30,5:30,public transport,yellow,0
8322,2,No,Sports,Visual,3SY2ZM,Female,Yes,70.0,15.0,7.0,16.0,19.0,96.0,21:30,5:30,public transport,green,0
8323,1,No,Arts,Auditory,EMU5A8,Male,No,44.0,17.0,11.0,16.0,2.0,93.0,22:30,6:30,private transport,white,0
8324,0,No,Clubs,Visual,PAOBC2,Male,No,90.0,11.0,8.0,15.0,10.0,99.0,21:30,5:30,public transport,yellow,0
8325,1,No,Arts,Auditory,ZBY65H,Male,No,50.0,18.0,12.0,16.0,11.0,98.0,22:30,6:30,private transport,white,0
8326,0,Yes,Clubs,Auditory,PPK558,Male,Yes,80.0,13.0,6.0,15.0,8.0,94.0,23:00,7:00,walk,yellow,0
8327,1,Yes,Arts,Visual,VVZ4LM,Female,No,79.0,15.0,2.0,16.0,5.0,93.0,21:00,5:00,public transport,white,0
8328,1,No,Sports,Visual,04AVRE,Male,No,47.0,28.0,2.0,16.0,6.0,92.0,21:30,5:30,public transport,green,0
8329,1,Yes,Clubs,Auditory,JO2AP9,Male,No,44.0,10.0,14.0,16.0,15.0,66.0,0:30,6:30,private transport,red,0
8330,1,Yes,,Visual,94FHFF,Male,No,91.0,14.0,7.0,15.0,8.0,95.0,21:30,5:30,public transport,red,1
8331,0,Yes,,Visual,Y2NZMQ,Female,Yes,84.0,1.0,19.0,15.0,10.0,99.0,21:30,5:30,public transport,red,0
8332,0,No,Clubs,Auditory,CU8Z4Q,Female,No,70.0,2.0,18.0,16.0,19.0,93.0,23:00,7:00,walk,white,0
8333,0,No,Sports,Auditory,HIWQOZ,Male,Yes,75.0,16.0,5.0,16.0,3.0,93.0,21:00,5:00,public transport,blue,0
8334,0,No,,Auditory,V4AUFE,Male,Yes,89.0,21.0,1.0,16.0,10.0,94.0,22:00,6:00,private transport,green,0
8335,1,No,Arts,Visual,Y1G74I,Female,No,50.0,13.0,17.0,16.0,8.0,97.0,23:00,7:00,walk,blue,0
8336,1,No,Sports,Visual,70DGUR,Female,No,50.0,24.0,6.0,16.0,12.0,58.0,2:30,6:30,private transport,green,0
8337,0,No,Clubs,Visual,V21NOB,Female,Yes,53.0,10.0,10.0,16.0,9.0,90.0,0:00,7:00,walk,blue,0
8338,0,No,Sports,Auditory,714YII,Female,No,59.0,6.0,15.0,16.0,20.0,100.0,22:00,6:00,private transport,green,0
8339,1,No,Arts,Auditory,FG88PI,Female,Yes,70.0,11.0,17.0,16.0,18.0,95.0,22:00,6:00,private transport,yellow,0
8340,0,No,Arts,Auditory,ZWZ5E0,Male,Yes,67.0,14.0,7.0,16.0,13.0,92.0,22:00,6:00,private transport,yellow,0
8341,0,Yes,,Visual,8646I2,Female,No,81.0,16.0,2.0,15.0,7.0,93.0,21:30,5:30,public transport,green,0
8342,1,No,Arts,Auditory,1N8SF5,Male,No,54.0,14.0,10.0,16.0,7.0,96.0,21:30,5:30,public transport,black,0
8343,1,No,Sports,Visual,Q9H17R,Male,No,81.0,14.0,11.0,15.0,7.0,91.0,21:00,5:00,public transport,yellow,0
8344,1,No,Arts,Auditory,E1IMLG,Male,Yes,53.0,14.0,16.0,6.0,16.0,91.0,22:30,6:30,private transport,white,0
8345,2,No,Arts,Auditory,8N8FRA,Male,Yes,68.0,13.0,8.0,15.0,17.0,94.0,23:00,7:00,walk,white,0
8346,1,No,Arts,Visual,P6QVDP,Male,No,43.0,22.0,8.0,15.0,3.0,95.0,21:00,5:00,public transport,white,1
8347,0,No,,Visual,EZ00EZ,Male,Yes,94.0,22.0,1.0,16.0,7.0,94.0,21:30,5:30,public transport,blue,0
8348,1,No,Sports,Visual,E7P4F8,Female,No,53.0,22.0,8.0,16.0,17.0,97.0,22:30,6:30,private transport,blue,0
8349,0,Yes,Sports,Visual,HW6EYX,Female,Yes,87.0,1.0,15.0,16.0,6.0,95.0,22:00,6:00,private transport,white,0
8350,2,No,,Visual,MRG6M5,Female,Yes,83.0,16.0,1.0,15.0,6.0,90.0,22:00,6:00,private transport,red,0
8351,0,Yes,,Auditory,A2Q126,Female,Yes,72.0,10.0,6.0,16.0,8.0,96.0,21:00,5:00,public transport,yellow,0
8352,0,No,Arts,Auditory,LD5MZH,Male,Yes,77.0,16.0,6.0,15.0,6.0,93.0,22:30,6:30,private transport,yellow,0
8353,1,No,Clubs,Auditory,KTD859,Male,No,,28.0,2.0,15.0,7.0,84.0,22:00,6:00,private transport,white,0
8354,0,No,Clubs,Visual,CQK933,Male,Yes,58.0,19.0,1.0,16.0,7.0,97.0,21:30,5:30,public transport,red,0
8355,0,No,,Auditory,6546YN,Female,Yes,,22.0,0.0,15.0,8.0,95.0,22:30,6:30,private transport,black,0
8356,0,Yes,Arts,Auditory,25GI6X,Male,Yes,,14.0,2.0,15.0,13.0,92.0,0:00,7:00,walk,white,0
8357,0,No,Arts,Auditory,H5Y11Z,Male,Yes,73.0,11.0,11.0,16.0,8.0,95.0,22:30,6:30,private transport,red,0
8358,0,No,Arts,Visual,X13EJ7,Female,No,49.0,14.0,6.0,15.0,2.0,91.0,21:00,5:00,public transport,black,0
8359,0,No,Arts,Auditory,PYP4FW,Female,No,65.0,4.0,17.0,16.0,9.0,94.0,21:30,5:30,public transport,black,0
8360,1,Yes,,Visual,9QJ4QK,Female,Yes,84.0,4.0,13.0,16.0,6.0,92.0,21:30,5:30,public transport,white,0
8361,1,Yes,,Auditory,MB6TEY,Male,No,79.0,10.0,7.0,16.0,7.0,91.0,22:00,6:00,private transport,black,0
8362,1,No,Arts,Auditory,87MYO0,Male,No,66.0,13.0,9.0,15.0,7.0,99.0,22:00,6:00,private transport,blue,0
8363,0,No,Clubs,Auditory,ZQSSX6,Female,No,67.0,17.0,10.0,16.0,13.0,98.0,21:00,5:00,public transport,red,0
8364,1,No,Arts,Auditory,B7GV20,Male,Yes,59.0,21.0,6.0,15.0,9.0,91.0,22:30,6:30,private transport,yellow,0
8365,0,No,Clubs,Visual,5R60GN,Male,No,90.0,23.0,0.0,16.0,9.0,99.0,21:30,5:30,public transport,green,0
8366,2,No,,Visual,OAVFJ9,Male,No,72.0,15.0,2.0,16.0,12.0,95.0,23:00,7:00,walk,yellow,0
8367,2,No,Clubs,Visual,IRV3XR,Male,Yes,59.0,10.0,10.0,16.0,16.0,93.0,22:00,5:00,public transport,black,0
8368,1,Yes,Sports,Visual,W37A6R,Male,No,49.0,24.0,1.0,16.0,13.0,72.0,23:00,5:00,public transport,red,0
8369,1,Yes,Sports,Auditory,JHLBQY,Female,Yes,69.0,8.0,13.0,15.0,10.0,91.0,22:30,6:30,private transport,white,0
8370,1,No,Clubs,Auditory,XHU6OM,Male,No,,23.0,5.0,15.0,1.0,69.0,0:30,5:30,public transport,green,0
8371,2,No,Arts,Auditory,LU4DF9,Female,Yes,58.0,18.0,0.0,15.0,7.0,96.0,21:00,5:00,public transport,blue,0
8372,1,Yes,,Auditory,QIPH5H,Male,Yes,88.0,22.0,0.0,16.0,6.0,97.0,22:00,6:00,private transport,yellow,0
8373,0,No,,Visual,1WRRDR,Male,Yes,90.0,12.0,11.0,15.0,8.0,94.0,22:00,6:00,private transport,blue,0
8374,0,Yes,Clubs,Auditory,WVS57U,Female,No,73.0,7.0,13.0,15.0,7.0,99.0,21:30,5:30,public transport,white,0
8375,1,No,Sports,Auditory,16G0HT,Male,Yes,59.0,25.0,6.0,15.0,10.0,94.0,22:30,6:30,private transport,blue,1
8376,1,No,Sports,Visual,4HQ62W,Male,No,53.0,16.0,14.0,15.0,14.0,90.0,21:00,5:00,public transport,yellow,0
8377,1,No,Clubs,Auditory,FFVWQH,Male,No,57.0,21.0,7.0,16.0,7.0,95.0,22:30,6:30,private transport,green,1
8378,0,No,,Visual,L6SEFZ,Female,Yes,,9.0,15.0,16.0,6.0,95.0,23:00,7:00,walk,red,1
8379,0,No,Clubs,Visual,KE81X4,Male,Yes,74.0,15.0,9.0,16.0,7.0,91.0,21:30,5:30,public transport,green,0
8380,1,No,Sports,Auditory,PYAR37,Female,Yes,45.0,22.0,8.0,16.0,7.0,89.0,22:30,6:30,private transport,yellow,0
8381,0,Yes,,Auditory,9ZF4X2,Male,Yes,75.0,16.0,0.0,16.0,18.0,96.0,23:00,7:00,walk,white,0
8382,0,Yes,Sports,Visual,1O0QPP,Male,Yes,88.0,13.0,3.0,15.0,6.0,94.0,22:30,6:30,private transport,red,0
8383,1,Yes,,Auditory,VMENBP,Female,No,85.0,20.0,2.0,15.0,5.0,99.0,23:00,7:00,walk,white,0
8384,0,No,Sports,Auditory,ZE5B1U,Female,Yes,64.0,14.0,13.0,16.0,5.0,94.0,23:00,7:00,walk,green,1
8385,1,No,Arts,Auditory,BZ2QCZ,Female,Yes,67.0,18.0,10.0,15.0,14.0,92.0,22:00,6:00,private transport,white,0
8386,0,No,,Auditory,E3DYKF,Female,Yes,93.0,12.0,10.0,15.0,9.0,99.0,22:00,6:00,private transport,yellow,0
8387,1,No,Sports,Visual,ND3V1X,Female,No,49.0,15.0,15.0,16.0,8.0,94.0,21:30,5:30,public transport,black,0
8388,1,No,Sports,Auditory,DFJN36,Male,No,67.0,26.0,2.0,15.0,19.0,98.0,21:30,5:30,public transport,black,0
8389,1,No,Clubs,Auditory,YXWNE8,Female,Yes,62.0,6.0,22.0,16.0,7.0,93.0,23:00,7:00,walk,green,0
8390,0,No,,Visual,GXNZ30,Female,Yes,86.0,5.0,18.0,15.0,7.0,99.0,23:00,7:00,walk,black,0
8391,2,No,Sports,Auditory,419VG6,Male,No,57.0,17.0,3.0,16.0,11.0,99.0,21:30,5:30,public transport,blue,0
8392,2,No,Sports,Visual,KKLZH4,Male,Yes,76.0,13.0,6.0,16.0,11.0,99.0,22:30,6:30,private transport,white,0
8393,0,No,,Auditory,44XAV0,Female,Yes,95.0,0.0,21.0,16.0,7.0,95.0,22:30,6:30,private transport,white,0
8394,0,No,Arts,Auditory,CAAKNK,Female,Yes,70.0,17.0,10.0,15.0,18.0,96.0,22:30,6:30,private transport,green,0
8395,2,No,Sports,Visual,7AYSRU,Male,Yes,79.0,12.0,7.0,15.0,10.0,91.0,22:30,6:30,private transport,blue,0
8396,1,Yes,,Visual,EP44QF,Female,No,,13.0,4.0,15.0,8.0,98.0,21:00,5:00,public transport,blue,0
8397,0,No,Sports,Auditory,YTEWF9,Male,Yes,72.0,20.0,1.0,15.0,15.0,92.0,21:30,5:30,public transport,black,0
8398,1,No,Sports,Visual,8XYQTV,Female,No,76.0,18.0,7.0,15.0,10.0,91.0,21:30,5:30,public transport,blue,0
8399,1,No,Arts,Auditory,JW3DW3,Male,Yes,65.0,26.0,1.0,15.0,5.0,91.0,22:30,5:30,public transport,black,0
8400,1,Yes,Clubs,Auditory,5B7T3Y,Female,Yes,56.0,15.0,10.0,16.0,16.0,94.0,23:00,7:00,walk,yellow,0
8401,0,No,Arts,Auditory,QCXOF6,Female,Yes,69.0,4.0,18.0,16.0,17.0,93.0,0:00,7:00,walk,blue,0
8402,0,No,,Auditory,ZDIOMT,Female,Yes,64.0,20.0,1.0,15.0,13.0,94.0,22:00,6:00,private transport,green,0
8403,0,No,Sports,Auditory,9D8DKQ,Male,Yes,78.0,11.0,10.0,16.0,6.0,99.0,22:30,6:30,private transport,white,0
8404,2,No,Sports,Auditory,QKKUO6,Female,No,53.0,7.0,12.0,15.0,12.0,90.0,21:00,5:00,public transport,red,0
8405,1,Yes,Clubs,Auditory,AZ90WX,Female,Yes,70.0,0.0,21.0,16.0,15.0,94.0,21:30,5:30,public transport,white,0
8406,2,No,Sports,Visual,QEO2CN,Female,Yes,75.0,15.0,4.0,16.0,14.0,95.0,22:30,6:30,private transport,black,0
8407,1,Yes,Arts,Auditory,JDW4CA,Male,No,51.0,25.0,0.0,15.0,19.0,97.0,21:00,5:00,public transport,green,0
8408,1,No,Clubs,Auditory,E97FQ5,Female,No,68.0,28.0,0.0,16.0,14.0,90.0,23:00,7:00,walk,black,0
8409,1,No,Clubs,Auditory,JETLBM,Female,No,55.0,1.0,28.0,16.0,10.0,98.0,21:00,5:00,public transport,green,0
8410,0,No,,Visual,OR30VY,Male,Yes,84.0,12.0,15.0,16.0,6.0,99.0,21:30,5:30,public transport,blue,0
8411,0,No,Sports,Visual,MCZL4M,Male,No,84.0,14.0,9.0,16.0,9.0,96.0,22:00,6:00,private transport,black,0
8412,0,Yes,,Visual,OYPE03,Female,No,81.0,7.0,8.0,16.0,9.0,94.0,22:30,6:30,private transport,yellow,0
8413,1,No,Clubs,Auditory,0ZP7D7,Male,No,47.0,13.0,12.0,16.0,14.0,91.0,22:30,6:30,private transport,black,0
8414,1,No,Clubs,Auditory,DM7ODZ,Female,Yes,67.0,2.0,26.0,15.0,11.0,95.0,22:00,6:00,private transport,green,0
8415,0,No,Sports,Auditory,590TYB,Male,Yes,73.0,20.0,2.0,16.0,12.0,94.0,21:30,5:30,public transport,white,0
8416,0,No,Sports,Visual,KJ3LIL,Male,No,79.0,12.0,15.0,16.0,8.0,90.0,22:00,6:00,private transport,yellow,0
8417,1,No,Arts,Auditory,ZM598Q,Female,Yes,51.0,16.0,6.0,15.0,13.0,93.0,21:30,5:30,public transport,white,0
8418,1,No,Arts,Visual,1Y6NDQ,Female,No,52.0,11.0,19.0,16.0,6.0,98.0,23:00,7:00,walk,white,0
8419,0,Yes,Clubs,Visual,MTQHS0,Female,Yes,67.0,3.0,13.0,16.0,15.0,91.0,22:00,6:00,private transport,white,0
8420,0,No,Clubs,Auditory,YPE3L1,Female,No,93.0,22.0,0.0,6.0,8.0,90.0,0:00,7:00,walk,yellow,0
8421,1,No,Clubs,Visual,D07X36,Female,No,47.0,26.0,4.0,16.0,5.0,81.0,0:00,7:00,walk,blue,0
8422,1,No,Clubs,Auditory,Y7JOHW,Female,No,64.0,18.0,4.0,16.0,16.0,92.0,22:00,6:00,private transport,green,0
8423,0,No,,Visual,0G8NA5,Female,Yes,91.0,23.0,1.0,15.0,9.0,95.0,22:30,6:30,private transport,white,0
8424,2,No,,Auditory,8AY6A3,Male,Yes,73.0,12.0,9.0,16.0,6.0,91.0,22:30,6:30,private transport,black,0
8425,1,No,Arts,Visual,QLJUX0,Male,No,56.0,16.0,10.0,16.0,8.0,94.0,23:00,7:00,walk,red,0
8426,1,Yes,,Visual,47M22O,Male,No,100.0,16.0,1.0,16.0,9.0,94.0,22:30,6:30,private transport,yellow,0
8427,0,No,Clubs,Auditory,HST560,Male,Yes,79.0,18.0,5.0,16.0,7.0,96.0,22:00,6:00,private transport,yellow,0
8428,2,Yes,Arts,Visual,K91QCO,Female,No,77.0,8.0,7.0,16.0,9.0,96.0,22:30,6:30,private transport,red,0
8429,0,Yes,,Visual,59G7WD,Female,No,83.0,19.0,1.0,16.0,7.0,97.0,22:00,6:00,private transport,white,0
8430,2,No,Clubs,Auditory,POYNO4,Male,Yes,68.0,13.0,6.0,16.0,14.0,99.0,21:00,5:00,public transport,red,0
8431,0,No,,Auditory,S2KYU7,Female,Yes,97.0,2.0,23.0,15.0,5.0,100.0,21:00,5:00,public transport,white,0
8432,2,Yes,Clubs,Visual,9AQNQX,Male,No,71.0,15.0,5.0,16.0,14.0,91.0,21:00,5:00,public transport,green,0
8433,2,No,Arts,Auditory,W7IBRC,Female,No,48.0,5.0,13.0,15.0,12.0,94.0,22:00,6:00,private transport,yellow,0
8434,1,No,,Visual,YV25R0,Male,Yes,51.0,23.0,1.0,16.0,6.0,94.0,23:00,7:00,walk,white,0
8435,2,No,,Visual,HN2GGD,Male,Yes,67.0,10.0,11.0,15.0,10.0,91.0,22:30,6:30,private transport,yellow,0
8436,0,No,Clubs,Auditory,BPS132,Male,No,68.0,10.0,12.0,15.0,16.0,97.0,22:30,6:30,private transport,yellow,0
8437,1,Yes,Sports,Auditory,LMY2HU,Male,Yes,75.0,17.0,0.0,16.0,8.0,99.0,21:30,5:30,public transport,white,0
8438,0,Yes,Sports,Auditory,IJBELQ,Male,Yes,79.0,13.0,7.0,15.0,8.0,94.0,22:00,6:00,private transport,red,0
8439,2,No,Sports,Visual,ZO5GRC,Female,Yes,58.0,3.0,15.0,15.0,19.0,99.0,22:00,6:00,private transport,white,0
8440,1,No,Clubs,Visual,ESB2C6,Female,No,54.0,29.0,1.0,16.0,14.0,91.0,22:00,6:00,private transport,blue,0
8441,0,No,Sports,Visual,EB8399,Male,No,78.0,16.0,11.0,15.0,7.0,92.0,22:30,6:30,private transport,black,0
8442,2,No,Arts,Auditory,X39Z85,Female,Yes,58.0,3.0,15.0,15.0,14.0,94.0,22:00,6:00,private transport,yellow,0
8443,1,No,Arts,Visual,MPMB6G,Male,No,45.0,13.0,17.0,15.0,0.0,96.0,21:00,5:00,public transport,yellow,0
8444,1,Yes,Sports,Auditory,BP6YK6,Female,No,49.0,22.0,8.0,16.0,14.0,92.0,21:00,5:00,public transport,green,0
8445,1,Yes,Sports,Auditory,9RQ0TL,Male,Yes,78.0,21.0,0.0,15.0,7.0,100.0,22:30,6:30,private transport,white,0
8446,1,No,Sports,Visual,SBRRHH,Male,Yes,57.0,19.0,3.0,16.0,9.0,97.0,22:30,6:30,private transport,black,0
8447,2,No,Sports,Auditory,0ZOPZB,Male,Yes,54.0,16.0,4.0,16.0,16.0,95.0,21:30,5:30,public transport,white,0
8448,2,No,Arts,Auditory,6L80QL,Female,No,43.0,17.0,5.0,16.0,13.0,91.0,21:30,5:30,public transport,black,0
8449,0,No,Clubs,Auditory,GXLTY5,Female,Yes,65.0,5.0,17.0,16.0,7.0,94.0,21:30,5:30,public transport,green,1
8450,0,No,Clubs,Auditory,4X9T6L,Male,Yes,69.0,16.0,11.0,16.0,5.0,94.0,21:30,5:30,public transport,red,0
8451,2,No,,Visual,1PI7DY,Male,Yes,71.0,11.0,10.0,16.0,9.0,95.0,22:00,6:00,private transport,black,1
8452,1,No,Sports,Auditory,2HE0G3,Female,No,44.0,15.0,10.0,16.0,5.0,94.0,22:00,6:00,private transport,yellow,0
8453,1,Yes,,Auditory,GDXCPV,Male,Yes,85.0,12.0,10.0,16.0,8.0,92.0,23:30,6:30,private transport,green,0
8454,1,No,Arts,Auditory,GK0NVK,Female,Yes,65.0,28.0,0.0,16.0,13.0,95.0,23:00,7:00,walk,white,0
8455,0,No,Clubs,Visual,OHJC4Z,Male,No,56.0,11.0,9.0,16.0,9.0,100.0,21:00,5:00,public transport,white,0
8456,0,No,Sports,Auditory,JGJZYH,Male,Yes,74.0,17.0,4.0,16.0,5.0,93.0,22:00,6:00,private transport,white,0
8457,2,No,Clubs,Auditory,PWOMSM,Female,Yes,73.0,7.0,12.0,16.0,14.0,93.0,21:30,5:30,public transport,green,0
8458,2,No,Clubs,Auditory,LZ7XZJ,Male,Yes,43.0,12.0,12.0,15.0,7.0,95.0,21:30,5:30,public transport,black,0
8459,1,No,Clubs,Visual,GRJZ1X,Male,Yes,59.0,26.0,2.0,16.0,5.0,92.0,22:30,6:30,private transport,green,0
8460,1,No,Arts,Auditory,LZG47K,Male,Yes,67.0,11.0,17.0,16.0,19.0,100.0,22:00,6:00,private transport,white,0
8461,0,No,,Auditory,4W5G5A,Male,Yes,72.0,20.0,3.0,15.0,9.0,90.0,22:30,6:30,private transport,blue,0
8462,2,Yes,Sports,Visual,J1SN9S,Female,No,72.0,8.0,12.0,16.0,6.0,94.0,21:30,5:30,public transport,white,0
8463,1,No,Sports,Auditory,XUE4PO,Male,No,43.0,18.0,10.0,15.0,8.0,92.0,22:00,6:00,private transport,yellow,0
8464,0,Yes,Clubs,Auditory,MNSTR5,Female,Yes,77.0,18.0,1.0,16.0,8.0,95.0,22:30,6:30,private transport,blue,0
8465,1,No,Clubs,Visual,BDBZAX,Male,No,48.0,21.0,9.0,15.0,11.0,68.0,23:30,6:30,private transport,black,0
8466,1,Yes,,Auditory,9X990W,Female,Yes,76.0,12.0,9.0,16.0,13.0,95.0,22:00,6:00,private transport,white,1
8467,2,Yes,Clubs,Auditory,9UM6TM,Female,No,48.0,10.0,9.0,16.0,11.0,78.0,23:30,5:30,public transport,white,0
8468,2,No,Arts,Visual,8QDWLF,Female,Yes,57.0,11.0,11.0,15.0,8.0,96.0,21:00,5:00,public transport,black,0
8469,2,No,Arts,Auditory,I3WR4R,Male,Yes,77.0,15.0,6.0,15.0,6.0,93.0,23:00,7:00,walk,white,0
8470,0,Yes,Sports,Auditory,VEMJ50,Female,Yes,70.0,18.0,1.0,15.0,16.0,96.0,21:00,5:00,public transport,black,0
8471,1,Yes,Sports,Auditory,E9FA09,Female,Yes,72.0,6.0,15.0,15.0,11.0,95.0,22:00,6:00,private transport,black,0
8472,1,Yes,Arts,Visual,CLSV2J,Male,Yes,75.0,12.0,8.0,16.0,16.0,93.0,21:00,5:00,public transport,yellow,0
8473,1,No,Clubs,Visual,I58PP9,Female,No,54.0,8.0,22.0,15.0,19.0,90.0,23:00,7:00,walk,green,0
8474,0,Yes,Arts,Auditory,Y6BBZV,Male,Yes,76.0,10.0,5.0,16.0,5.0,95.0,22:00,6:00,private transport,blue,0
8475,1,No,Sports,Auditory,DHOIYC,Male,Yes,54.0,21.0,3.0,15.0,15.0,94.0,22:30,6:30,private transport,blue,0
8476,1,No,,Visual,BCJD1T,Male,Yes,64.0,11.0,17.0,15.0,8.0,92.0,22:30,6:30,private transport,green,0
8477,0,No,,Auditory,5XGSUS,Female,Yes,90.0,14.0,8.0,15.0,6.0,95.0,22:00,6:00,private transport,yellow,0
8478,0,No,,Visual,XKJBBS,Female,No,76.0,16.0,11.0,16.0,9.0,91.0,23:00,7:00,walk,blue,0
8479,1,Yes,,Visual,G8TAEF,Male,Yes,87.0,11.0,6.0,15.0,6.0,98.0,22:00,6:00,private transport,green,0
8480,0,No,Clubs,Auditory,HCN3KT,Female,No,62.0,1.0,20.0,15.0,13.0,93.0,22:00,6:00,private transport,black,0
8481,0,No,Arts,Auditory,J9I7X0,Female,Yes,68.0,3.0,18.0,16.0,15.0,96.0,22:30,6:30,private transport,black,0
8482,1,No,Arts,Visual,Q77E3W,Male,Yes,72.0,17.0,7.0,16.0,17.0,100.0,22:30,6:30,private transport,green,0
8483,1,No,Sports,Auditory,UEE7AL,Female,Yes,58.0,12.0,15.0,15.0,6.0,98.0,21:30,5:30,public transport,white,0
8484,2,Yes,Arts,Visual,1UX6OK,Male,No,71.0,14.0,1.0,16.0,17.0,92.0,21:00,5:00,public transport,blue,0
8485,2,No,Clubs,Visual,F5CIWD,Female,Yes,72.0,9.0,12.0,16.0,18.0,99.0,22:00,6:00,private transport,white,0
8486,0,No,Arts,Visual,YXOFXF,Female,No,52.0,1.0,19.0,16.0,12.0,93.0,23:00,7:00,walk,red,0
8487,0,No,,Auditory,QVATIW,Female,Yes,75.0,3.0,20.0,16.0,10.0,96.0,22:30,6:30,private transport,blue,0
8488,2,No,Arts,Visual,2YFCAC,Male,No,69.0,23.0,0.0,15.0,19.0,95.0,22:30,6:30,private transport,red,0
8489,0,Yes,,Visual,NXUA66,Male,Yes,81.0,17.0,0.0,16.0,8.0,96.0,21:00,5:00,public transport,black,0
8490,1,No,Arts,Auditory,7EDPKD,Male,Yes,61.0,12.0,10.0,16.0,16.0,90.0,22:30,5:30,public transport,black,0
8491,0,Yes,Sports,Auditory,6CWO8A,Male,No,80.0,11.0,10.0,15.0,8.0,92.0,21:00,5:00,public transport,white,0
